t_date,t_state_code,t_site_code,not,vot
17-02-2022,CHD,CHD,46,14407812
17-02-2022,CIL,CIL,215,243021773
17-02-2022,CPCL,CPCL,2,0
17-02-2022,DEFPSU,DEFPSU,10,0
17-02-2022,DEL,DEL,115,720138228
17-02-2022,EPROCURE,EPROCURE,249,1301868999
17-02-2022,EPROCURE,ETENDER,158,5876849889
17-02-2022,EPROCURE,MOD,333,796562133
17-02-2022,HP,HP,93,304369957
17-02-2022,HRY,HRY,198,2540701439
17-02-2022,IOCL,IOCL,52,5643878631
17-02-2022,JHR,JHR,49,778994148
17-02-2022,JNK,JNK,461,471302361
17-02-2022,KER,KER,500,1268194099
17-02-2022,LDK,LDK,18,125852000
17-02-2022,MAH,MAH,762,8401736057
17-02-2022,MP,MP,415,36040132592
17-02-2022,NTPC,NTPC,34,15381106
17-02-2022,ODI,ODI,13,1296397014
17-02-2022,PB,PB,10,2921667
17-02-2022,PMGSY,PMGSY,25,565613486
17-02-2022,PONDY,PONDY,2,2541928
17-02-2022,RAJ,RAJ,276,2125196836
17-02-2022,TN,TN,30,3055741258
17-02-2022,TRP,TRP,32,80951001
17-02-2022,UK,UK,14,8774752
17-02-2022,UP,UP,61,100066381
17-02-2022,UTL,UTL,6,8457219
17-02-2022,WB,WB,573,1539121844
18-02-2022,ANI,ANI,3,4052164
18-02-2022,ASM,ASM,15,371769363
18-02-2022,BHEL,BHEL,57,2832673526
18-02-2022,CHD,CHD,36,786205382
18-02-2022,CIL,CIL,229,228860527
18-02-2022,CPCL,CPCL,3,0
18-02-2022,DEFPSU,DEFPSU,14,4900830
18-02-2022,DEL,DEL,99,262723512
18-02-2022,DND,DND,2,229220848
18-02-2022,EPROCURE,EPROCURE,213,8369361869
18-02-2022,EPROCURE,ETENDER,230,6857383289
18-02-2022,EPROCURE,MOD,306,1365128452
18-02-2022,GOA,GOA,1,0
18-02-2022,HP,HP,112,292528817
18-02-2022,HRY,HRY,236,2501155698
18-02-2022,IOCL,IOCL,58,9363963486
18-02-2022,JHR,JHR,62,671520164
18-02-2022,JNK,JNK,606,686014990
18-02-2022,KER,KER,511,1266077170
18-02-2022,LDK,LDK,5,57917000
18-02-2022,MAH,MAH,849,5966548357
18-02-2022,MP,MP,436,14910631145
18-02-2022,NAG,NAG,3,135325707
18-02-2022,NTPC,NTPC,34,2115996
18-02-2022,ODI,ODI,5,693139988
18-02-2022,PB,PB,7,1800001
18-02-2022,PMGSY,PMGSY,29,1047776498
18-02-2022,PONDY,PONDY,7,8865336
18-02-2022,RAJ,RAJ,278,5364363419
18-02-2022,TN,TN,29,48560000
18-02-2022,TRP,TRP,44,192885282
18-02-2022,UK,UK,12,15833731
18-02-2022,UP,UP,90,581267054
18-02-2022,UTL,UTL,1,0
18-02-2022,WB,WB,438,1977555616
19-02-2022,ANI,ANI,3,1152396
19-02-2022,ASM,ASM,24,6164941784
19-02-2022,BHEL,BHEL,53,376381078
19-02-2022,CHD,CHD,1,0
19-02-2022,CIL,CIL,144,254906439
19-02-2022,CPCL,CPCL,2,0
19-02-2022,DEFPSU,DEFPSU,6,13110732
19-02-2022,DEL,DEL,145,218618906
19-02-2022,DND,DND,1,6469382
19-02-2022,DNH,DNH,1,691689583
19-02-2022,EPROCURE,EPROCURE,106,677385864
19-02-2022,EPROCURE,ETENDER,73,994161964
19-02-2022,EPROCURE,MOD,184,5400879841
19-02-2022,HP,HP,70,433064771
19-02-2022,HRY,HRY,151,570383730
19-02-2022,IOCL,IOCL,29,253892851
19-02-2022,JHR,JHR,35,1366130191
19-02-2022,JNK,JNK,540,639919693
19-02-2022,KER,KER,475,1774390183
19-02-2022,LDK,LDK,22,49814000
19-02-2022,MAH,MAH,322,3404826128
19-02-2022,MP,MP,119,453777012
19-02-2022,NTPC,NTPC,40,4406500
19-02-2022,ODI,ODI,26,343974206
19-02-2022,PB,PB,8,2550002
19-02-2022,PMGSY,PMGSY,29,719505000
19-02-2022,RAJ,RAJ,198,5141815642
19-02-2022,TN,TN,8,10025000
19-02-2022,TRP,TRP,39,154955973
19-02-2022,UK,UK,5,20321026
19-02-2022,UP,UP,75,377325664
19-02-2022,WB,WB,182,207768515
20-02-2022,BHEL,BHEL,3,1200000
20-02-2022,CIL,CIL,94,19959379
20-02-2022,EPROCURE,EPROCURE,11,17744167
20-02-2022,EPROCURE,ETENDER,3,28410081
20-02-2022,EPROCURE,MOD,5,133614457
20-02-2022,HP,HP,12,312285731
20-02-2022,HRY,HRY,20,48902708
20-02-2022,JHR,JHR,13,126161787
20-02-2022,JNK,JNK,75,113066478
20-02-2022,KER,KER,159,192159370
20-02-2022,LDK,LDK,1,350000
20-02-2022,MAH,MAH,166,759606793
20-02-2022,MP,MP,42,810182001
20-02-2022,PMGSY,PMGSY,4,81986000
20-02-2022,RAJ,RAJ,136,936922997
20-02-2022,UP,UP,16,86092085
20-02-2022,WB,WB,78,62809455
21-02-2022,ANI,ANI,6,4060587
21-02-2022,ASM,ASM,9,1235180169
21-02-2022,BHEL,BHEL,42,57633835
21-02-2022,CHD,CHD,7,7960730
21-02-2022,CIL,CIL,203,9192755143
21-02-2022,CPCL,CPCL,1,0
21-02-2022,DEFPSU,DEFPSU,6,0
21-02-2022,DEL,DEL,191,773442248
21-02-2022,DND,DND,2,567854
21-02-2022,EPROCURE,EPROCURE,219,2778988225
21-02-2022,EPROCURE,ETENDER,202,19192947013
21-02-2022,EPROCURE,MOD,252,3073524520
21-02-2022,HP,HP,61,554454992
21-02-2022,HRY,HRY,185,4416997252
21-02-2022,IOCL,IOCL,40,3699717429
21-02-2022,JHR,JHR,70,1733692130
21-02-2022,JNK,JNK,688,3099735044
21-02-2022,KER,KER,427,20245375159
21-02-2022,LDK,LDK,24,59527000
21-02-2022,MAH,MAH,751,5997385537
21-02-2022,MP,MP,288,3817329696
21-02-2022,NAG,NAG,2,3840000
21-02-2022,NTPC,NTPC,64,43166804
21-02-2022,ODI,ODI,1,3000000
21-02-2022,PB,PB,7,2597001
21-02-2022,PMGSY,PMGSY,14,460712991
21-02-2022,PONDY,PONDY,8,4862753
21-02-2022,RAJ,RAJ,214,1332452443
21-02-2022,TN,TN,15,645276816
21-02-2022,TRP,TRP,25,298426862
21-02-2022,UP,UP,53,205366310
21-02-2022,UTL,UTL,1,0
21-02-2022,WB,WB,476,2923377653
22-02-2022,ANI,ANI,8,2372576
22-02-2022,ARN,ARN,1,117360000
22-02-2022,ASM,ASM,18,3943027293
22-02-2022,BHEL,BHEL,56,25545500
22-02-2022,CHD,CHD,17,760165364
22-02-2022,CIL,CIL,199,348398709
22-02-2022,CPCL,CPCL,4,0
22-02-2022,DEFPSU,DEFPSU,12,19130000
22-02-2022,DEL,DEL,158,313660500
22-02-2022,DND,DND,1,0
22-02-2022,DNH,DNH,1,1900000
22-02-2022,EPROCURE,EPROCURE,193,1540301308
22-02-2022,EPROCURE,ETENDER,191,9469525001
22-02-2022,EPROCURE,MOD,246,887200390
22-02-2022,HP,HP,41,1435234184
22-02-2022,HRY,HRY,168,987111049
22-02-2022,IOCL,IOCL,53,1074150131
22-02-2022,JHR,JHR,46,533078171
22-02-2022,JNK,JNK,776,1329067268
22-02-2022,KER,KER,488,1654090652
22-02-2022,LDK,LDK,5,40137000
22-02-2022,MAH,MAH,807,3383383889
22-02-2022,MP,MP,282,1723261065
22-02-2022,NTPC,NTPC,98,4756701127
22-02-2022,ODI,ODI,1,0
22-02-2022,PB,PB,10,15950001
22-02-2022,PMGSY,PMGSY,22,608117561
22-02-2022,PONDY,PONDY,14,8176378
22-02-2022,RAJ,RAJ,302,2050892804
22-02-2022,TN,TN,21,135574500
22-02-2022,TRP,TRP,44,656726199
22-02-2022,UP,UP,86,357055244
22-02-2022,WB,WB,558,2219496880
23-02-2022,ANI,ANI,4,2000000
23-02-2022,ASM,ASM,26,1120228623
23-02-2022,BHEL,BHEL,61,176354284
23-02-2022,CHD,CHD,15,48610434
23-02-2022,CIL,CIL,181,271772634
23-02-2022,CPCL,CPCL,3,0
23-02-2022,DEFPSU,DEFPSU,18,58954095
23-02-2022,DEL,DEL,132,587192257
23-02-2022,DND,DND,3,257954931
23-02-2022,DNH,DNH,2,4249710
23-02-2022,EPROCURE,EPROCURE,206,3807758120
23-02-2022,EPROCURE,ETENDER,211,10175172231
23-02-2022,EPROCURE,MOD,248,644472891
23-02-2022,HP,HP,69,257381039
23-02-2022,HRY,HRY,244,1536091457
23-02-2022,IOCL,IOCL,72,594216824
23-02-2022,JHR,JHR,42,706771795
23-02-2022,JNK,JNK,496,850562827
23-02-2022,KER,KER,453,3447157604
23-02-2022,LDK,LDK,31,77627000
23-02-2022,MAH,MAH,622,4374897392
23-02-2022,MEG,MEG,1,7582000
23-02-2022,MIZ,MIZ,1,0
23-02-2022,MP,MP,374,1291599190
23-02-2022,NTPC,NTPC,63,88170094
23-02-2022,ODI,ODI,6,2089224488
23-02-2022,PB,PB,13,7981496
23-02-2022,PMGSY,PMGSY,14,429518114
23-02-2022,PONDY,PONDY,10,104011276
23-02-2022,RAJ,RAJ,286,2480874701
23-02-2022,TN,TN,48,1431389104
23-02-2022,TRP,TRP,18,151484989
23-02-2022,UK,UK,3,223657000
23-02-2022,UP,UP,36,76274147
23-02-2022,UTL,UTL,3,5421000
23-02-2022,WB,WB,583,2110006256
24-02-2022,ANI,ANI,3,823754
24-02-2022,ARN,ARN,2,61808000
24-02-2022,ASM,ASM,27,4523345220
24-02-2022,BHEL,BHEL,54,556490999
24-02-2022,CHD,CHD,32,72299552
24-02-2022,CIL,CIL,163,310358928
24-02-2022,CPCL,CPCL,4,0
24-02-2022,DEFPSU,DEFPSU,20,17519214
24-02-2022,DEL,DEL,156,1220031387
24-02-2022,DND,DND,1,0
24-02-2022,EPROCURE,EPROCURE,240,15075309132
24-02-2022,EPROCURE,ETENDER,197,6724620917
24-02-2022,EPROCURE,MOD,301,870541505
24-02-2022,HP,HP,105,435815119
24-02-2022,HRY,HRY,232,1637962268
24-02-2022,IOCL,IOCL,56,591980608
24-02-2022,JHR,JHR,46,6589594030
24-02-2022,JNK,JNK,769,852075838
24-02-2022,KER,KER,420,1282625933
24-02-2022,LDK,LDK,12,35517000
24-02-2022,MAH,MAH,917,6463658192
24-02-2022,MP,MP,322,1513501017
24-02-2022,NTPC,NTPC,43,7740336
24-02-2022,ODI,ODI,35,256977014
24-02-2022,PB,PB,12,22419002
24-02-2022,PMGSY,PMGSY,9,135070173
24-02-2022,PONDY,PONDY,29,31326898
24-02-2022,RAJ,RAJ,371,3698109109
24-02-2022,TN,TN,80,326138498
24-02-2022,TRP,TRP,47,120446044
24-02-2022,UK,UK,1,22386000
24-02-2022,UP,UP,96,455324579
24-02-2022,UTL,UTL,5,4490152
24-02-2022,WB,WB,434,1238328563
25-02-2022,ANI,ANI,6,8369354
25-02-2022,ASM,ASM,122,7092878126
25-02-2022,BHEL,BHEL,44,30091616
25-02-2022,CHD,CHD,28,91643859
25-02-2022,CIL,CIL,247,303369478
25-02-2022,CPCL,CPCL,5,0
25-02-2022,DEFPSU,DEFPSU,11,100000
25-02-2022,DEL,DEL,222,793867602
25-02-2022,DND,DND,1,0
25-02-2022,DNH,DNH,3,1936727
25-02-2022,EPROCURE,EPROCURE,227,1.34341E+11
25-02-2022,EPROCURE,ETENDER,196,3495120915
25-02-2022,EPROCURE,MOD,372,7812712605
25-02-2022,GOA,GOA,2,52061500
25-02-2022,HP,HP,49,494633505
25-02-2022,HRY,HRY,161,1159917630
25-02-2022,IOCL,IOCL,64,678489304
25-02-2022,JHR,JHR,41,4985522362
25-02-2022,JNK,JNK,566,547772017
25-02-2022,KER,KER,392,4204298618
25-02-2022,LDK,LDK,11,32201000
25-02-2022,MAH,MAH,830,12462188226
25-02-2022,MAN,MAN,1,147332574
25-02-2022,MP,MP,411,2396487748
25-02-2022,NTPC,NTPC,34,80797000684
25-02-2022,ODI,ODI,1,4058170
25-02-2022,PB,PB,12,6451287
25-02-2022,PMGSY,PMGSY,23,217713389
25-02-2022,PONDY,PONDY,17,25832877
25-02-2022,RAJ,RAJ,363,7121392336
25-02-2022,SIKM,SIKM,1,0
25-02-2022,TN,TN,115,1685266964
25-02-2022,TRP,TRP,51,266792004
25-02-2022,UK,UK,14,13750000
25-02-2022,UP,UP,256,393578783
25-02-2022,UTL,UTL,1,35828919
25-02-2022,WB,WB,573,1751432253
26-02-2022,ASM,ASM,14,32916775
26-02-2022,BHEL,BHEL,45,112769524
26-02-2022,CHD,CHD,1,0
26-02-2022,CIL,CIL,169,4303718841
26-02-2022,DEFPSU,DEFPSU,7,15017200
26-02-2022,DEL,DEL,105,449165584
26-02-2022,DNH,DNH,1,3802000
26-02-2022,EPROCURE,EPROCURE,129,2678752395
26-02-2022,EPROCURE,ETENDER,81,532419815
26-02-2022,EPROCURE,MOD,206,679521187
26-02-2022,HP,HP,46,164957249
26-02-2022,HRY,HRY,71,407588430
26-02-2022,IOCL,IOCL,25,3224096458
26-02-2022,JHR,JHR,78,1694385769
26-02-2022,JNK,JNK,497,585250115
26-02-2022,KER,KER,450,2540262136
26-02-2022,LDK,LDK,28,57962148
26-02-2022,MAH,MAH,485,1.33633E+11
26-02-2022,MP,MP,155,774439629
26-02-2022,NTPC,NTPC,33,10564128
26-02-2022,PB,PB,7,3477401
26-02-2022,PMGSY,PMGSY,6,74434341
26-02-2022,RAJ,RAJ,205,1693611937
26-02-2022,SIKM,SIKM,4,52055355
26-02-2022,TN,TN,14,786203000
26-02-2022,TRP,TRP,2,463727
26-02-2022,UK,UK,42,51900000
26-02-2022,UP,UP,181,285192436
26-02-2022,UTL,UTL,1,0
26-02-2022,WB,WB,230,240449078
27-02-2022,ASM,ASM,27,36497000
27-02-2022,BHEL,BHEL,2,0
27-02-2022,CIL,CIL,86,29861900
27-02-2022,EPROCURE,EPROCURE,10,13513475
27-02-2022,EPROCURE,ETENDER,5,14159000
27-02-2022,EPROCURE,MOD,36,633177013
27-02-2022,HP,HP,4,4939448
27-02-2022,HRY,HRY,2,112540002
27-02-2022,IOCL,IOCL,6,19314937
27-02-2022,JHR,JHR,20,1032977740
27-02-2022,JNK,JNK,343,169346472
27-02-2022,KER,KER,137,258480663
27-02-2022,MAH,MAH,268,2316150631
27-02-2022,MP,MP,63,559672127
27-02-2022,PMGSY,PMGSY,3,2598984
27-02-2022,RAJ,RAJ,93,643353490
27-02-2022,TN,TN,19,4716571000
27-02-2022,UP,UP,46,5916000
27-02-2022,UTL,UTL,1,0
27-02-2022,WB,WB,74,103295049
28-02-2022,ARN,ARN,1,12457389
28-02-2022,ASM,ASM,48,9616495447
28-02-2022,BHEL,BHEL,54,159116130
28-02-2022,CHD,CHD,35,122530466
28-02-2022,CIL,CIL,214,3234994227
28-02-2022,CPCL,CPCL,4,0
28-02-2022,DEFPSU,DEFPSU,24,129513963
28-02-2022,DEL,DEL,162,4982102348
28-02-2022,DND,DND,1,89268787
28-02-2022,DNH,DNH,7,66034453
28-02-2022,EPROCURE,EPROCURE,243,3158353731
28-02-2022,EPROCURE,ETENDER,210,12487082756
28-02-2022,EPROCURE,MOD,218,611737279
28-02-2022,GOA,GOA,3,139001636
28-02-2022,HP,HP,73,430125569
28-02-2022,HRY,HRY,108,1238060709
28-02-2022,IOCL,IOCL,51,271083031
28-02-2022,JHR,JHR,55,1859961762
28-02-2022,JNK,JNK,482,1117062194
28-02-2022,KER,KER,391,5239886987
28-02-2022,LDK,LDK,8,47681000
28-02-2022,MAH,MAH,819,7605497168
28-02-2022,MP,MP,436,2406588023
28-02-2022,NAG,NAG,1,4157388
28-02-2022,NTPC,NTPC,34,1088782260
28-02-2022,ODI,ODI,1,0
28-02-2022,PB,PB,8,24171720
28-02-2022,PMGSY,PMGSY,38,411044839
28-02-2022,PONDY,PONDY,20,21274580
28-02-2022,RAJ,RAJ,296,2472561899
28-02-2022,TN,TN,105,692878042
28-02-2022,TRP,TRP,29,185121124
28-02-2022,UP,UP,165,2057512649
28-02-2022,WB,WB,578,1438971015
01-03-2022,ANI,ANI,3,12833535
01-03-2022,ARN,ARN,2,15763000
01-03-2022,ASM,ASM,8,105645668
01-03-2022,BHEL,BHEL,43,56421464
01-03-2022,CIL,CIL,187,140400221
01-03-2022,CPCL,CPCL,2,0
01-03-2022,DEFPSU,DEFPSU,14,56984344
01-03-2022,DND,DND,1,18736209
01-03-2022,DNH,DNH,1,2100000
01-03-2022,EPROCURE,EPROCURE,145,1615846291
01-03-2022,EPROCURE,ETENDER,52,4681025363
01-03-2022,EPROCURE,MOD,156,306100069
01-03-2022,GOA,GOA,5,102433893
01-03-2022,HP,HP,19,28688090
01-03-2022,HRY,HRY,54,134446607
01-03-2022,IOCL,IOCL,51,691014792
01-03-2022,JHR,JHR,29,211310891
01-03-2022,JNK,JNK,221,524147383
01-03-2022,KER,KER,153,124551103
01-03-2022,LDK,LDK,6,37641001
01-03-2022,MAH,MAH,467,4204443684
01-03-2022,MP,MP,124,373887084
01-03-2022,NAG,NAG,3,812700000
01-03-2022,NTPC,NTPC,69,62479646
01-03-2022,PMGSY,PMGSY,2,2878828
01-03-2022,PONDY,PONDY,31,127328300
01-03-2022,RAJ,RAJ,157,1107203441
01-03-2022,TN,TN,162,27847701869
01-03-2022,TRP,TRP,2,19235628
01-03-2022,UK,UK,4,48674000
01-03-2022,UP,UP,147,165183282
01-03-2022,WB,WB,169,115136339
02-03-2022,ANI,ANI,13,9934073
02-03-2022,ARN,ARN,1,130984000
02-03-2022,ASM,ASM,18,587605922
02-03-2022,BHEL,BHEL,47,170732538
02-03-2022,CHD,CHD,26,21623460
02-03-2022,CIL,CIL,262,5536642002
02-03-2022,CPCL,CPCL,2,0
02-03-2022,DEFPSU,DEFPSU,10,6108000
02-03-2022,DEL,DEL,155,1305566268
02-03-2022,DND,DND,1,77232441
02-03-2022,EPROCURE,EPROCURE,224,1412793153
02-03-2022,EPROCURE,ETENDER,193,7961155584
02-03-2022,EPROCURE,MOD,275,779687624
02-03-2022,GOA,GOA,1,59415532
02-03-2022,HP,HP,74,98364805
02-03-2022,HRY,HRY,180,3426219497
02-03-2022,IOCL,IOCL,61,8664261558
02-03-2022,JHR,JHR,50,5639470816
02-03-2022,JNK,JNK,389,1344644507
02-03-2022,KER,KER,525,1174383047
02-03-2022,LDK,LDK,10,71287000
02-03-2022,MAH,MAH,808,8667086910
02-03-2022,MEG,MEG,1,964800000
02-03-2022,MP,MP,272,2357307061
02-03-2022,NAG,NAG,2,115164453
02-03-2022,NTPC,NTPC,58,90083200
02-03-2022,ODI,ODI,5,16485274
02-03-2022,PB,PB,6,1
02-03-2022,PMGSY,PMGSY,19,421985064
02-03-2022,PONDY,PONDY,19,85091541
02-03-2022,RAJ,RAJ,229,1798761500
02-03-2022,TN,TN,152,685628235
02-03-2022,TRP,TRP,17,65872623
02-03-2022,UK,UK,3,9492087
02-03-2022,UP,UP,203,208371988
02-03-2022,UTL,UTL,1,0
02-03-2022,WB,WB,455,1801953494
03-03-2022,ANI,ANI,7,3635022
03-03-2022,ARN,ARN,1,30000000
03-03-2022,ASM,ASM,24,251997045
03-03-2022,BHEL,BHEL,46,513686410
03-03-2022,CHD,CHD,27,46404032
03-03-2022,CIL,CIL,249,4292274650
03-03-2022,CPCL,CPCL,3,0
03-03-2022,DEFPSU,DEFPSU,20,115525187
03-03-2022,DEL,DEL,229,385284626
03-03-2022,DND,DND,2,1173188561
03-03-2022,DNH,DNH,2,4238000
03-03-2022,EPROCURE,EPROCURE,249,20414328755
03-03-2022,EPROCURE,ETENDER,238,5248334405
03-03-2022,EPROCURE,MOD,261,3271268379
03-03-2022,GOA,GOA,3,1428932510
03-03-2022,HP,HP,38,225016310
03-03-2022,HRY,HRY,171,607453819
03-03-2022,IOCL,IOCL,57,1410024644
03-03-2022,JHR,JHR,70,5546139481
03-03-2022,JNK,JNK,581,942629353
03-03-2022,KER,KER,416,1737518796
03-03-2022,LDK,LDK,9,19160001
03-03-2022,MAH,MAH,788,7683959585
03-03-2022,MP,MP,336,3787692705
03-03-2022,NAG,NAG,3,927200000
03-03-2022,NTPC,NTPC,50,52354503
03-03-2022,ODI,ODI,29,10467895708
03-03-2022,PB,PB,6,3794927
03-03-2022,PMGSY,PMGSY,13,213051446
03-03-2022,PONDY,PONDY,12,16647885
03-03-2022,RAJ,RAJ,319,5117363987
03-03-2022,TN,TN,199,2597899956
03-03-2022,TRP,TRP,29,48834904
03-03-2022,UK,UK,17,7489942
03-03-2022,UP,UP,455,365441548
03-03-2022,UTL,UTL,2,151761907
03-03-2022,WB,WB,787,1691027899
04-03-2022,ANI,ANI,7,7692008
04-03-2022,ARN,ARN,1,141526000
04-03-2022,ASM,ASM,21,2653882015
04-03-2022,BHEL,BHEL,49,696859179
04-03-2022,CHD,CHD,27,57670972
04-03-2022,CIL,CIL,272,917417362
04-03-2022,CPCL,CPCL,2,0
04-03-2022,DEFPSU,DEFPSU,14,1360088493
04-03-2022,DEL,DEL,228,3257990770
04-03-2022,DNH,DNH,6,1369265470
04-03-2022,EPROCURE,EPROCURE,259,7502112071
04-03-2022,EPROCURE,ETENDER,223,3495731331
04-03-2022,EPROCURE,MOD,249,1419609795
04-03-2022,HP,HP,84,371728433
04-03-2022,HRY,HRY,322,3779943094
04-03-2022,IOCL,IOCL,55,765966026
04-03-2022,JHR,JHR,61,3928596411
04-03-2022,JNK,JNK,393,344655524
04-03-2022,KER,KER,460,2204151123
04-03-2022,LDK,LDK,12,99986318
04-03-2022,MAH,MAH,927,5195101874
04-03-2022,MAN,MAN,2,5000000
04-03-2022,MP,MP,408,22950524931
04-03-2022,NAG,NAG,6,0
04-03-2022,NTPC,NTPC,71,21334750
04-03-2022,ODI,ODI,46,2586340531
04-03-2022,PB,PB,17,10399931
04-03-2022,PMGSY,PMGSY,19,300916677
04-03-2022,PONDY,PONDY,15,11733487
04-03-2022,RAJ,RAJ,359,3401974410
04-03-2022,TN,TN,231,2428895650
04-03-2022,TRP,TRP,32,113546891
04-03-2022,UK,UK,2,390039408
04-03-2022,UP,UP,213,602705678
04-03-2022,WB,WB,628,1906598873
05-03-2022,ARN,ARN,8,135232258
05-03-2022,ASM,ASM,91,709321173
05-03-2022,BHEL,BHEL,60,2107962021
05-03-2022,CHD,CHD,4,9083477
05-03-2022,CIL,CIL,159,240984475
05-03-2022,DEFPSU,DEFPSU,3,0
05-03-2022,DEL,DEL,194,1195693530
05-03-2022,DND,DND,4,3353545
05-03-2022,DNH,DNH,1,34182240
05-03-2022,EPROCURE,EPROCURE,124,1780975924
05-03-2022,EPROCURE,ETENDER,118,588204251
05-03-2022,EPROCURE,MOD,172,480990555
05-03-2022,HP,HP,93,3004750569
05-03-2022,HRY,HRY,157,1744590292
05-03-2022,IOCL,IOCL,31,327996399
05-03-2022,JHR,JHR,69,1476576031
05-03-2022,JNK,JNK,443,1681200697
05-03-2022,KER,KER,524,1555071627
05-03-2022,LDK,LDK,16,68366108
05-03-2022,MAH,MAH,518,33000269395
05-03-2022,MP,MP,453,42836891116
05-03-2022,NTPC,NTPC,30,4873503840
05-03-2022,ODI,ODI,97,532510897
05-03-2022,PB,PB,15,4011935276
05-03-2022,PMGSY,PMGSY,9,63579462
05-03-2022,RAJ,RAJ,287,1652385401
05-03-2022,SIKM,SIKM,1,48000000
05-03-2022,TN,TN,167,994899401
05-03-2022,TRP,TRP,35,143048049
05-03-2022,UK,UK,2,354320000
05-03-2022,UP,UP,211,304274436
05-03-2022,UTL,UTL,3,3284885
05-03-2022,WB,WB,258,152716298
06-03-2022,ARN,ARN,4,91600000
06-03-2022,CIL,CIL,116,42743463
06-03-2022,DEL,DEL,6,43817940
06-03-2022,EPROCURE,EPROCURE,5,9672553
06-03-2022,EPROCURE,ETENDER,3,1411403
06-03-2022,EPROCURE,MOD,33,30413149
06-03-2022,HP,HP,14,72422384
06-03-2022,HRY,HRY,53,169363117
06-03-2022,IOCL,IOCL,2,2112903
06-03-2022,JHR,JHR,7,152198446
06-03-2022,JNK,JNK,282,127121965
06-03-2022,KER,KER,83,90729551
06-03-2022,MAH,MAH,188,1010391119
06-03-2022,MP,MP,79,399128116
06-03-2022,NTPC,NTPC,4,0
06-03-2022,ODI,ODI,91,869178496
06-03-2022,PMGSY,PMGSY,10,0
06-03-2022,RAJ,RAJ,224,485319838
06-03-2022,TRP,TRP,2,14752752
06-03-2022,UP,UP,30,23401038
06-03-2022,WB,WB,170,107564772
07-03-2022,ANI,ANI,11,7987663
07-03-2022,ASM,ASM,28,495818087
07-03-2022,BHEL,BHEL,48,23064838
07-03-2022,CHD,CHD,19,30644009
07-03-2022,CIL,CIL,275,239011225
07-03-2022,CPCL,CPCL,1,0
07-03-2022,DEFPSU,DEFPSU,9,4810000
07-03-2022,DEL,DEL,164,1200883464
07-03-2022,DNH,DNH,1,45673010
07-03-2022,EPROCURE,EPROCURE,219,14965585701
07-03-2022,EPROCURE,ETENDER,192,17214206220
07-03-2022,EPROCURE,MOD,247,1075716831
07-03-2022,HP,HP,136,434616295
07-03-2022,HRY,HRY,213,467947409
07-03-2022,IOCL,IOCL,49,726349371
07-03-2022,JHR,JHR,46,1005119275
07-03-2022,JNK,JNK,476,468661132
07-03-2022,KER,KER,486,1705040704
07-03-2022,LDK,LDK,27,186912000
07-03-2022,MAH,MAH,729,8911284126
07-03-2022,MP,MP,195,1381471027
07-03-2022,NAG,NAG,1,89900000
07-03-2022,NTPC,NTPC,71,16911645
07-03-2022,ODI,ODI,56,3720461625
07-03-2022,PB,PB,5,3858000
07-03-2022,PMGSY,PMGSY,26,392256587
07-03-2022,PONDY,PONDY,27,61233457
07-03-2022,RAJ,RAJ,420,8638062845
07-03-2022,TN,TN,199,1533607377
07-03-2022,TRP,TRP,35,319949036
07-03-2022,UK,UK,3,3822430
07-03-2022,UP,UP,226,543367944
07-03-2022,UTL,UTL,2,86328086
07-03-2022,WB,WB,547,1148544297
08-03-2022,ANI,ANI,1,60000
08-03-2022,ASM,ASM,56,504000319
08-03-2022,BHEL,BHEL,55,13828446
08-03-2022,CHD,CHD,29,20974539
08-03-2022,CIL,CIL,258,723287994
08-03-2022,CPCL,CPCL,1,0
08-03-2022,DEFPSU,DEFPSU,22,791138571
08-03-2022,DEL,DEL,230,1570447312
08-03-2022,DND,DND,3,197092486
08-03-2022,DNH,DNH,1,2817744
08-03-2022,EPROCURE,EPROCURE,241,3928814742
08-03-2022,EPROCURE,ETENDER,235,15653107749
08-03-2022,EPROCURE,MOD,274,984672927
08-03-2022,GOA,GOA,2,45013251
08-03-2022,HP,HP,102,567634270
08-03-2022,HRY,HRY,276,2459254704
08-03-2022,IOCL,IOCL,43,880940357
08-03-2022,JHR,JHR,46,1375845991
08-03-2022,JNK,JNK,543,429505692
08-03-2022,KER,KER,466,2702121038
08-03-2022,LDK,LDK,24,177710000
08-03-2022,MAH,MAH,933,4097178419
08-03-2022,MAN,MAN,1,3800000
08-03-2022,MEG,MEG,2,9325911
08-03-2022,MP,MP,234,1531480185
08-03-2022,NTPC,NTPC,55,2560000
08-03-2022,ODI,ODI,82,858366829
08-03-2022,PB,PB,2,1
08-03-2022,PMGSY,PMGSY,13,350700868
08-03-2022,PONDY,PONDY,45,75309497
08-03-2022,RAJ,RAJ,475,2248938522
08-03-2022,TN,TN,261,3012564048
08-03-2022,TRP,TRP,46,2377417143
08-03-2022,UK,UK,5,10406952
08-03-2022,UP,UP,197,940514712
08-03-2022,UTL,UTL,4,40232713
08-03-2022,WB,WB,774,1660351257
09-03-2022,ANI,ANI,5,3625185
09-03-2022,ASM,ASM,49,829211324
09-03-2022,BHEL,BHEL,79,151714986
09-03-2022,CHD,CHD,34,125809298
09-03-2022,CIL,CIL,206,3445627765
09-03-2022,CPCL,CPCL,1,0
